symbol,ensembl,chromosome,initPos,finalPos,idGene
NEU1,ENSG00000228691,CHR_HSCHR6_MHC_APD_CTG1,31924682,31929929,
NOBOX,ENSG00000106410,7,144397240,144410227,
TTLL5,ENSG00000119685,14,75633625,75955079,
AK4,ENSG00000162433,1,65147549,65232145,
ATP6V1E1,ENSG00000131100,22,17592136,17628749,
JPH3,ENSG00000154118,16,87601835,87698156,
ADAMTS13,ENSG00000160323,9,133414358,133459402,
VHL,ENSG00000134086,3,10141008,10152220,
GGCX,ENSG00000115486,2,85544720,85561547,
DZIP1,ENSG00000134874,13,95578202,95644703,
COLEC11,ENSG00000118004,2,3594832,3644644,
SCO2,ENSG00000284194,22,50523568,50526461,
BGN,ENSG00000182492,X,153494980,153509546,
S1PR2,ENSG00000267534,19,10221433,10231331,
SPNS2,ENSG00000183018,17,4498881,4539035,
ADRA2C,ENSG00000184160,4,3766348,3768526,
WDR1,ENSG00000071127,4,10074339,10116949,
AIPL1,ENSG00000129221,17,6393693,6435199,
FTO,ENSG00000140718,16,53701692,54158512,
KIR3DL1,ENSG00000283954,CHR_HSCHR19KIR_0019-4656-A_CTG3_1,54816479,54830810,
AFF2,ENSG00000155966,X,148500617,149000663,
EDAR,ENSG00000135960,2,108894471,108989372,
ARV1,ENSG00000173409,1,230978981,231000733,
GIP,ENSG00000159224,17,48958554,48968596,
PCBD1,ENSG00000166228,10,70882280,70888565,
HLA-G,ENSG00000237216,CHR_HSCHR6_MHC_MCF_CTG1,29823845,29828003,
SP4,ENSG00000105866,7,21428043,21514822,
NCR1,ENSG00000275156,CHR_HSCHR19_4_CTG3_1,54914255,54924255,
LZTS1,ENSG00000061337,8,20246165,20303963,
SMC1A,ENSG00000072501,X,53374149,53422728,
C1R,ENSG00000288512,CHR_HG1398_PATCH,7080214,7091771,
HNRNPDL,ENSG00000152795,4,82422564,82430408,
KLF6,ENSG00000067082,10,3775996,3785281,
SACS,ENSG00000151835,13,23328826,23433740,
TSPYL1,ENSG00000189241,6,116267760,116279903,
ABO,ENSG00000175164,9,133250401,133276024,
ITGB3,ENSG00000259207,17,47253846,47313735,
CLIC5,ENSG00000112782,6,45880827,46080348,
MFF,ENSG00000168958,2,227325151,227357836,
CHMP2B,ENSG00000083937,3,87227271,87255556,
RIMS1,ENSG00000079841,6,71886703,72403143,
CYP27B1,ENSG00000111012,12,57762334,57768986,
AKT1,ENSG00000142208,14,104769349,104795751,
IMPG2,ENSG00000081148,3,101222546,101320575,
DNAI2,ENSG00000171595,17,74274234,74314884,
FOXE1,ENSG00000178919,9,97853226,97856717,
TDRD7,ENSG00000196116,9,97412096,97496125,
MEGF8,ENSG00000105429,19,42325609,42378769,
ACTL6B,ENSG00000077080,7,100643097,100656448,
KCND3,ENSG00000171385,1,111770662,111989155,
WDR19,ENSG00000157796,4,39182504,39285810,
ZNF513,ENSG00000163795,2,27377235,27380790,
MIPEP,ENSG00000027001,13,23730189,23889400,
GPR88,ENSG00000181656,1,100538139,100542021,
TCF3,ENSG00000071564,19,1609290,1652615,
NDUFAF1,ENSG00000137806,15,41387353,41402519,
MET,ENSG00000105976,7,116672196,116798386,
HLA-A,ENSG00000206505,CHR_HSCHR6_MHC_QBL_CTG1,29930625,29999286,
IKBKB,ENSG00000104365,8,42271302,42332653,
VPS53,ENSG00000141252,17,508668,721717,
FOXN1,ENSG00000109101,17,28506243,28538896,
SOX17,ENSG00000164736,8,54457935,54460892,
CPT1C,ENSG00000169169,19,49690898,49713731,
ELMO2,ENSG00000062598,20,46366050,46432985,
PER2,ENSG00000132326,2,238244044,238290102,
CAVIN1,ENSG00000177469,17,42402449,42423256,
LCN2,ENSG00000148346,9,128149071,128153453,
MPZL2,ENSG00000149573,11,118253416,118264536,
DIS3L2,ENSG00000144535,2,231961245,232344350,
AMD1,ENSG00000123505,6,110874770,110898879,
IDH1,ENSG00000138413,2,208236227,208266074,
WDR60,ENSG00000126870,7,158856558,158956747,
MAPKBP1,ENSG00000137802,15,41774434,41827855,
GABRA1,ENSG00000022355,5,161847063,161899981,
PPP2R1B,ENSG00000137713,11,111726908,111766389,
TUBB,ENSG00000227739,CHR_HSCHR6_MHC_COX_CTG1,30710059,30715284,
TNXB,ENSG00000168477,6,32041153,32115334,
FOLR1,ENSG00000110195,11,72189558,72196323,
GDF6,ENSG00000156466,8,96142333,96160806,
PIKFYVE,ENSG00000115020,2,208266255,208358746,
ATXN3,ENSG00000066427,14,92044496,92106621,
RAP1GDS1,ENSG00000138698,4,98261384,98443861,
ADRA2B,ENSG00000274286,2,96112876,96116571,
ROGDI,ENSG00000067836,16,4796968,4802950,
PDSS2,ENSG00000164494,6,107152562,107459564,
NDUFAF2,ENSG00000164182,5,60945205,61153026,
CCL5,ENSG00000271503,17,35871491,35880793,
AKAP9,ENSG00000127914,7,91940867,92110673,
SDC3,ENSG00000162512,1,30869466,30908758,
HSD11B1,ENSG00000117594,1,209686178,209734949,
ORAI1,ENSG00000276045,12,121626550,121642677,
PCSK9,ENSG00000169174,1,55039447,55064852,
NCR3,ENSG00000225211,CHR_HSCHR6_MHC_MCF_CTG1,31665195,31669285,
DCTN1,ENSG00000204843,2,74361154,74392087,
NPHP4,ENSG00000131697,1,5862811,5992473,
RPL15,ENSG00000174748,3,23916545,23924374,
TBC1D24,ENSG00000162065,16,2475051,2509560,
TNNT2,ENSG00000118194,1,201359008,201377764,
SLC16A1,ENSG00000155380,1,112911847,112957013,
SLC19A2,ENSG00000117479,1,169463909,169485944,
IL11,ENSG00000095752,19,55364382,55370463,
BCL7A,ENSG00000282873,CHR_HG2247_PATCH,122019422,122062044,
ADD3,ENSG00000148700,10,109996368,110135565,
SPINK1,ENSG00000164266,5,147824568,147831786,
NQO2,ENSG00000124588,6,2987987,3028869,
NALCN,ENSG00000102452,13,101053776,101416508,
MYH8,ENSG00000133020,17,10390322,10421950,
DNAJC5,ENSG00000101152,20,63895126,63936031,
AURKA,ENSG00000087586,20,56369389,56392337,
BVES,ENSG00000112276,6,105096822,105137157,
RNF113A,ENSG00000125352,X,119870475,119871733,
PAPSS2,ENSG00000198682,10,87659613,87747705,
TMPRSS6,ENSG00000187045,22,37065436,37109713,
MDM2,ENSG00000135679,12,68808177,68850686,
DNAJC19,ENSG00000205981,3,180983709,180989774,
KCNJ11,ENSG00000187486,11,17385859,17389331,
USP9X,ENSG00000124486,X,41085445,41236579,
STN1,ENSG00000107960,10,103877569,103918184,
REEP6,ENSG00000115255,19,1491166,1497927,
PARG,ENSG00000227345,10,49818279,49970203,
RNF2,ENSG00000121481,1,185045526,185102603,
KCNB1,ENSG00000158445,20,49293394,49484297,
RPSA,ENSG00000168028,3,39406716,39412542,
STAT1,ENSG00000115415,2,190908460,191020960,
THAP1,ENSG00000131931,8,42836674,42843325,
GAD1,ENSG00000128683,2,170813213,170861151,
MMP20,ENSG00000137674,11,102576832,102625332,
TAS2R38,ENSG00000257138,7,141972631,141973773,
TUBB1,ENSG00000101162,20,59019429,59026654,
CDSN,ENSG00000237165,CHR_HSCHR6_MHC_MCF_CTG1,31193614,31198966,
CCDC47,ENSG00000108588,17,63745255,63776351,
WASHC4,ENSG00000136051,12,105107324,105169134,
KRT12,ENSG00000187242,17,40861303,40867223,
MDC1,ENSG00000237095,CHR_HSCHR6_MHC_MCF_CTG1,30778290,30796371,
RBM8A,ENSG00000265241,1,145917714,145927678,
EDA,ENSG00000158813,X,69616067,70039472,
LFNG,ENSG00000106003,7,2512529,2529177,
LIPT1,ENSG00000144182,2,99154955,99163157,
HIC2,ENSG00000169635,22,21417371,21451463,
ENO3,ENSG00000108515,17,4948092,4957131,
TGM5,ENSG00000104055,15,43232590,43266928,
SPINT2,ENSG00000167642,19,38244035,38292615,
TWIST2,ENSG00000233608,2,238848032,238910534,
ADGRV1,ENSG00000164199,5,90529344,91164437,
TUFM,ENSG00000178952,16,28842411,28846348,
CDSN,ENSG00000206460,CHR_HSCHR6_MHC_QBL_CTG1,31107496,31112855,
OGG1,ENSG00000114026,3,9749944,9788219,
CAST,ENSG00000153113,5,96525267,96779595,
CD24,ENSG00000272398,6,106969831,106975627,
DNAL4,ENSG00000100246,22,38778508,38794198,
GDF3,ENSG00000184344,12,7689784,7695775,
PMPCB,ENSG00000105819,7,103297435,103329511,
L1CAM,ENSG00000198910,X,153861514,153886173,
HFE,ENSG00000010704,6,26087281,26098343,
CDH23,ENSG00000107736,10,71396920,71815947,
TIRAP,ENSG00000150455,11,126283065,126298845,
SHFL,ENSG00000130813,19,10086122,10093252,
CPA6,ENSG00000165078,8,67422038,67746378,
HLA-B,ENSG00000206450,CHR_HSCHR6_MHC_QBL_CTG1,31259328,31347305,
ZFP57,ENSG00000234669,CHR_HSCHR6_MHC_SSTO_CTG1,29672889,29681605,
NR3C1,ENSG00000113580,5,143277931,143435512,
SFTPC,ENSG00000168484,8,22156913,22164479,
SLC39A1,ENSG00000143570,1,153959099,153968184,
SCN3B,ENSG00000166257,11,123629187,123655244,
PSMB9,ENSG00000240065,6,32844136,32859851,
PDC,ENSG00000116703,1,186443566,186461114,
FRRS1L,ENSG00000260230,9,109130293,109167295,
TPP1,ENSG00000166340,11,6612768,6619448,
SP2,ENSG00000167182,17,47896150,47928957,
GGT1,ENSG00000100031,22,24594811,24629005,
NUP107,ENSG00000111581,12,68686951,68745809,
IRAK3,ENSG00000090376,12,66189195,66254622,
KRT10,ENSG00000186395,17,40818117,40822614,
ZMYND10,ENSG00000004838,3,50341110,50345732,
CAD,ENSG00000084774,2,27217369,27243943,
TREX1,ENSG00000213689,3,48465811,48467645,
HGS,ENSG00000185359,17,81683326,81703138,
GATA6,ENSG00000141448,18,22169392,22202528,
ZNHIT3,ENSG00000278574,CHR_HSCHR17_7_CTG4,36487001,36499682,
CTSB,ENSG00000285132,CHR_HG76_PATCH,8084702,8110299,
OLA1,ENSG00000138430,2,174072447,174248599,
BTNL2,ENSG00000224770,CHR_HSCHR6_MHC_COX_CTG1,32342174,32355327,
TBX18,ENSG00000112837,6,84687351,84764598,
THRA,ENSG00000126351,17,40058290,40093867,
HCRT,ENSG00000161610,17,42184060,42185452,
UCP2,ENSG00000175567,11,73974672,73983246,
WNT5A,ENSG00000114251,3,55465715,55490539,
SLC16A2,ENSG00000147100,X,74421493,74533917,
TMC1,ENSG00000165091,9,72521608,72838291,
SMARCB1,ENSG00000275837,CHR_HSCHR22_1_CTG7,23786963,23834516,
KRT6C,ENSG00000170465,12,52468516,52473805,
REEP2,ENSG00000132563,5,138439057,138446969,
TRPV4,ENSG00000111199,12,109783085,109833401,
CATSPER1,ENSG00000175294,11,66016752,66026479,
TTC21B,ENSG00000123607,2,165857475,165953816,
EFNB1,ENSG00000090776,X,68829021,68842160,
DCT,ENSG00000080166,13,94436811,94479682,
RAD54L,ENSG00000085999,1,46246461,46278480,
F10,ENSG00000126218,13,113122799,113149529,
F12,ENSG00000131187,5,177402140,177409576,
CLMP,ENSG00000166250,11,123069872,123195248,
GHR,ENSG00000112964,5,42423439,42721878,
KLHDC8B,ENSG00000185909,3,49171598,49176486,
NDUFS1,ENSG00000023228,2,206114817,206159509,
LIPC,ENSG00000166035,15,58410569,58569844,
POMP,ENSG00000132963,13,28659104,28678959,
SIX5,ENSG00000177045,19,45764785,45769252,
GLUD2,ENSG00000182890,X,121047610,121050094,
LTA,ENSG00000226979,6,31572054,31574324,
PSPH,ENSG00000146733,7,56011051,56051604,
FBN2,ENSG00000138829,5,128257909,128659185,
ITGB6,ENSG00000115221,2,160099667,160200313,
XRCC1,ENSG00000073050,19,43543040,43580473,
MAGI2,ENSG00000187391,7,78017055,79453667,
PLA2G7,ENSG00000146070,6,46704201,46735693,
TRPS1,ENSG00000104447,8,115408496,115809673,
TCF20,ENSG00000282892,CHR_HSCHR22_7_CTG1,42187414,42343616,
MBOAT7,ENSG00000125505,19,54173412,54189882,
TAL2,ENSG00000186051,9,105662457,105663124,
SDHD,ENSG00000204370,11,112086824,112120016,
GUCA1A,ENSG00000287363,6,42155406,42180056,
EFL1,ENSG00000140598,15,82130233,82262734,
TBP,ENSG00000112592,6,170554302,170572870,
SORT1,ENSG00000134243,1,109309568,109397918,
ACTG2,ENSG00000163017,2,73892314,73919865,
FAAH,ENSG00000117480,1,46394317,46413848,
WDR26,ENSG00000162923,1,224385143,224437033,
WRAP53,ENSG00000141499,17,7686071,7703502,
GZF1,ENSG00000125812,20,23362182,23373062,
CYBA,ENSG00000051523,16,88643289,88651054,
ABCB4,ENSG00000005471,7,87401697,87480435,
FTCD,ENSG00000160282,21,46136262,46155579,
RAD51D,ENSG00000185379,17,35092208,35121522,
PPP1CB,ENSG00000213639,2,28751640,28802940,
MPDU1,ENSG00000129255,17,7583529,7592789,
MRPL4,ENSG00000105364,19,10251901,10260055,
PDCD1,ENSG00000276977,CHR_HSCHR2_3_CTG15,241849881,241858908,
MAPT,ENSG00000277956,CHR_HSCHR17_2_CTG5,45906010,46039943,
ADAMTS10,ENSG00000142303,19,8580240,8610735,
HRAS,ENSG00000276536,CHR_HSCHR11_1_CTG8,532242,537287,
CYP11B2,ENSG00000179142,8,142910559,142917843,
SLC39A5,ENSG00000139540,12,56230049,56237846,
DYNC1H1,ENSG00000197102,14,101964573,102056443,
VANGL2,ENSG00000162738,1,160400564,160428670,
FAM126A,ENSG00000122591,7,22889371,23014130,
CLN3,ENSG00000188603,16,28474111,28495575,
SNAP25,ENSG00000132639,20,10218830,10307418,
IL17RC,ENSG00000163702,3,9917074,9933630,
DRD5,ENSG00000169676,4,9781634,9784009,
RPS26,ENSG00000197728,12,56041351,56044697,
COASY,ENSG00000068120,17,42561467,42566277,
RRAS2,ENSG00000133818,11,14277922,14364506,
CYP26C1,ENSG00000187553,10,93060798,93069540,
DNAJC6,ENSG00000116675,1,65248219,65415871,
SOX3,ENSG00000134595,X,140502985,140505116,
MYH14,ENSG00000105357,19,50188186,50310542,
AAGAB,ENSG00000103591,15,67200667,67255195,
SLC30A1,ENSG00000170385,1,211571568,211579161,
ROR1,ENSG00000185483,1,63774017,64181498,
CYP26B1,ENSG00000003137,2,72129238,72148038,
EIF2B5,ENSG00000145191,3,184135038,184146127,
NUP160,ENSG00000030066,11,47778087,47848555,
SLC4A1,ENSG00000004939,17,44248390,44268141,
ADH1B,ENSG00000196616,4,99304971,99352760,
OGA,ENSG00000198408,10,101784443,101818465,
PLEKHM1,ENSG00000277111,CHR_HSCHR17_1_CTG5,45435832,45490687,
NDUFA6,ENSG00000273397,CHR_HSCHR22_2_CTG1,42085525,42090955,
AGK,ENSG00000006530,7,141551278,141655244,
SLC29A3,ENSG00000198246,10,71319259,71381423,
CRYM,ENSG00000103316,16,21238874,21303083,
CHRNA2,ENSG00000120903,8,27459756,27479883,
GBA,ENSG00000177628,1,155234452,155244699,
GPX1,ENSG00000233276,3,49357176,49358358,
IRS2,ENSG00000185950,13,109752695,109786583,
GCA,ENSG00000115271,2,162318840,162371595,
IL1RAP,ENSG00000196083,3,190514051,190659750,
COL6A1,ENSG00000142156,21,45981769,46005050,
HLA-C,ENSG00000206452,CHR_HSCHR6_MHC_QBL_CTG1,31258588,31261959,
MFSD8,ENSG00000164073,4,127917732,127966034,
RPS28,ENSG00000233927,19,8321158,8323340,
PRPH2,ENSG00000112619,6,42696598,42722597,
POU4F3,ENSG00000091010,5,146338839,146341728,
SCNN1B,ENSG00000168447,16,23278231,23381294,
HSPG2,ENSG00000142798,1,21822244,21937310,
MSX1,ENSG00000163132,4,4859665,4863936,
UBQLN2,ENSG00000188021,X,56563639,56567868,
GATA4,ENSG00000285109,CHR_HG76_PATCH,8192811,8275840,
ARFGEF2,ENSG00000124198,20,48921711,49036693,
ZNF3,ENSG00000166526,7,100064033,100082548,
AP1S1,ENSG00000106367,7,101154456,101161596,
CUL3,ENSG00000036257,2,224470150,224585397,
GAA,ENSG00000171298,17,80101556,80119881,
HLA-A,ENSG00000227715,CHR_HSCHR6_MHC_MCF_CTG1,30021043,30024386,
DDB2,ENSG00000134574,11,47214465,47239240,
SOX10,ENSG00000100146,22,37970686,37987422,
TUBA3D,ENSG00000075886,2,131476119,131482934,
DHDDS,ENSG00000117682,1,26432282,26471306,
EPB42,ENSG00000166947,15,43197227,43221125,
PRKCSH,ENSG00000130175,19,11435288,11450968,
GRIN1,ENSG00000176884,9,137139154,137168756,
PIN1,ENSG00000127445,19,9835257,9849682,
IFT122,ENSG00000163913,3,129440036,129520507,
PER3,ENSG00000049246,1,7784320,7845177,
ZAP70,ENSG00000115085,2,97713560,97739862,
PTPRC,ENSG00000081237,1,198638457,198757476,
FOXF1,ENSG00000103241,16,86510527,86515422,
CDK4,ENSG00000135446,12,57747727,57756013,
ATN1,ENSG00000111676,12,6924463,6942321,
HLA-DRB1,ENSG00000206306,CHR_HSCHR6_MHC_QBL_CTG1,32513411,32544028,
LRP6,ENSG00000070018,12,12116025,12267044,
PAM16,ENSG00000282228,CHR_HSCHR16_3_CTG1,4331549,4356579,
MIR204,ENSG00000207935,9,70809975,70810084,
SLC44A4,ENSG00000232180,CHR_HSCHR6_MHC_SSTO_CTG1,31855884,31871733,
IL2RA,ENSG00000134460,10,6010689,6062370,
TFE3,ENSG00000068323,X,49028726,49043410,
GPT,ENSG00000167701,8,144502973,144507174,
KIR3DL1,ENSG00000284426,CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1,54816487,54830797,
DNAJC21,ENSG00000168724,5,34929559,34958964,
CHST8,ENSG00000124302,19,33621953,33773509,
GIPC3,ENSG00000179855,19,3585478,3593541,
HEPHL1,ENSG00000181333,11,94021354,94114208,
KANSL1,ENSG00000275867,CHR_HSCHR17_1_CTG5,45871009,46068204,
NUP155,ENSG00000113569,5,37288137,37371106,
PLEKHM1,ENSG00000276358,CHR_HSCHR17_2_CTG5,45435902,45490401,
GLYCTK,ENSG00000168237,3,52287089,52295257,
ANLN,ENSG00000011426,7,36389821,36453791,
DLL4,ENSG00000128917,15,40929340,40939073,
GRM6,ENSG00000113262,5,178977587,178996206,
MYL1,ENSG00000168530,2,210290150,210315174,
HLA-DPB1,ENSG00000223865,6,33075990,33089696,
ST7,ENSG00000004866,7,116953238,117230103,
NLRP1,ENSG00000091592,17,5499427,5619424,
MASP2,ENSG00000009724,1,11026523,11047239,
FOXP3,ENSG00000049768,X,49250438,49270477,
NCR1,ENSG00000274053,CHR_HSCHR19LRC_PGF2_CTG3_1,54643934,54650873,
CKAP2L,ENSG00000169607,2,112736349,112764664,
CNKSR2,ENSG00000149970,X,21372801,21654695,
HOXA11,ENSG00000005073,7,27181157,27185232,
FYB1,ENSG00000082074,5,39105252,39274528,
PDX1,ENSG00000139515,13,27920000,27926313,
INPPL1,ENSG00000165458,11,72223701,72239147,
RPS19,ENSG00000105372,19,41860255,41872925,
CARF,ENSG00000138380,2,202912214,202988263,
IFT27,ENSG00000100360,22,36758202,36776256,
GPAT2,ENSG00000186281,2,96021946,96039451,
ABCD1,ENSG00000101986,X,153724856,153744755,
CACNA1D,ENSG00000157388,3,53328963,53813733,
GPX4,ENSG00000167468,19,1103926,1106791,
NR3C2,ENSG00000151623,4,148078762,148444698,
HK2,ENSG00000159399,2,74834127,74893359,
MBOAT7,ENSG00000275118,CHR_HSCHR19_4_CTG3_1,54173853,54190413,
JUP,ENSG00000173801,17,41754604,41786931,
CYP2D6,ENSG00000272532,CHR_HSCHR22_2_CTG1,42126481,42130888,
FOXE3,ENSG00000186790,1,47416285,47418052,
AP1S2,ENSG00000182287,X,15825806,15854931,
GABRG2,ENSG00000113327,5,162000057,162162977,
STXBP2,ENSG00000076944,19,7636881,7647873,
CYP24A1,ENSG00000019186,20,54153446,54173986,
TTC21A,ENSG00000168026,3,39107704,39138903,
GFM1,ENSG00000168827,3,158644278,158692575,
SAR1B,ENSG00000152700,5,134601149,134649271,
NFKBIL1,ENSG00000206440,CHR_HSCHR6_MHC_QBL_CTG1,31537129,31549080,
SLC26A4,ENSG00000091137,7,107660828,107717809,
PTRH2,ENSG00000141378,17,59674636,59707626,
LAT,ENSG00000213658,16,28984826,28990783,
SCN9A,ENSG00000169432,2,166195185,166376001,
SLC39A4,ENSG00000285243,CHR_HG2419_PATCH,144409742,144416895,
BMP4,ENSG00000125378,14,53949736,53958761,
WAS,ENSG00000015285,X,48676596,48691427,
SKIV2L,ENSG00000228896,CHR_HSCHR6_MHC_SSTO_CTG1,31951734,31962405,
MBOAT7,ENSG00000278519,CHR_HSCHR19LRC_LRC_I_CTG3_1,54173854,54190480,
TWIST1,ENSG00000122691,7,19020991,19117636,
LGI4,ENSG00000153902,19,35124513,35142451,
LRP12,ENSG00000147650,8,104489231,104589024,
COL10A1,ENSG00000123500,6,116118909,116158747,
ATAD2,ENSG00000156802,8,123319850,123416350,
TFAM,ENSG00000108064,10,58385345,58399220,
ZFYVE26,ENSG00000072121,14,67727374,67816590,
TBXA2R,ENSG00000006638,19,3594507,3606875,
TBCE,ENSG00000284770,1,235367360,235452443,
SPRED1,ENSG00000166068,15,38252836,38357249,
CRIPT,ENSG00000119878,2,46616416,46630176,
KIR3DL1,ENSG00000275486,CHR_HSCHR19KIR_G085_A_HAP_CTG3_1,54816441,54830746,
CIB2,ENSG00000136425,15,78104606,78131535,
SSTR5,ENSG00000162009,16,1078781,1080142,
SLC39A14,ENSG00000104635,8,22367249,22434129,
TNIK,ENSG00000154310,3,171058414,171460408,
PDE10A,ENSG00000112541,6,165327287,165988078,
SDCCAG8,ENSG00000276111,CHR_HSCHR1_3_CTG32_1,243256056,243500091,
PSMB8,ENSG00000206298,CHR_HSCHR6_MHC_QBL_CTG1,32769412,32773398,
SLC45A2,ENSG00000281919,CHR_HSCHR5_6_CTG1,33946602,33956490,
IDUA,ENSG00000127415,4,986997,1004564,
RPE65,ENSG00000116745,1,68428822,68449954,
OTULIN,ENSG00000154124,5,14664664,14699850,
PAM16,ENSG00000217930,16,4331549,4355607,
TP53,ENSG00000141510,17,7661779,7687550,
BSND,ENSG00000162399,1,54998933,55017172,
FBXL3,ENSG00000005812,13,76992598,77027195,
CHST11,ENSG00000171310,12,104455295,104762014,
RSPO2,ENSG00000147655,8,107899316,108083642,
CCR5,ENSG00000160791,3,46370854,46376206,
ATAD3A,ENSG00000197785,1,1512162,1534685,
SUMF1,ENSG00000144455,3,3700814,4467273,
PLA2G4A,ENSG00000116711,1,186828949,186988981,
SLC2A10,ENSG00000197496,20,46709649,46736347,
ANKRD2,ENSG00000165887,10,97572499,97583884,
NCF4,ENSG00000275990,CHR_HSCHR22_1_CTG5,36860995,36880544,
MYH6,ENSG00000197616,14,23381982,23408273,
SPP1,ENSG00000118785,4,87975650,87983426,
SPATA16,ENSG00000144962,3,172889357,173141235,
APOA1,ENSG00000118137,11,116835751,116837950,
PEX1,ENSG00000127980,7,92487020,92528520,
NEUROD2,ENSG00000171532,17,39603536,39609777,
IMPAD1,ENSG00000104331,8,56957931,56993867,
CCL3,ENSG00000277632,17,36088256,36090169,
SIN3A,ENSG00000169375,15,75369379,75455842,
GEMIN4,ENSG00000179409,17,744421,753999,
GHRL,ENSG00000157017,3,10285666,10292947,
HBB,ENSG00000244734,11,5225464,5229395,
AGRN,ENSG00000188157,1,1020120,1056118,
SLC25A12,ENSG00000115840,2,171783405,171999859,
POR,ENSG00000127948,7,75899200,75986855,
KIF21A,ENSG00000139116,12,39293228,39443390,
RLIM,ENSG00000131263,X,74582976,74614624,
ADGRG1,ENSG00000205336,16,57610652,57665580,
KEL,ENSG00000276615,CHR_HSCHR7_2_CTG6,143002301,143023868,
GDF5,ENSG00000125965,20,35433347,35454746,
MDC1,ENSG00000228575,CHR_HSCHR6_MHC_MANN_CTG1,30744466,30762547,
LONP1,ENSG00000196365,19,5691834,5720572,
FAN1,ENSG00000198690,15,30890559,30943108,
OSBP,ENSG00000110048,11,59574398,59615774,
EXOC6B,ENSG00000144036,2,72175984,72826041,
DNA2,ENSG00000138346,10,68414064,68472121,
ATP6V0A4,ENSG00000105929,7,138706294,138799560,
PHB,ENSG00000167085,17,49404049,49414905,
SCNN1A,ENSG00000111319,12,6346843,6377730,
MTX3,ENSG00000177034,5,79976731,79991265,
SASS6,ENSG00000156876,1,100083563,100132955,
CYFIP2,ENSG00000055163,5,157266079,157395595,
IL21R,ENSG00000103522,16,27402174,27452042,
SNRPN,ENSG00000128739,15,24823637,24978723,
NSL1,ENSG00000117697,1,212726153,212791782,
TYROBP,ENSG00000011600,19,35904401,35908295,
TYMP,ENSG00000025708,22,50525752,50530032,
PLS3,ENSG00000102024,X,115561174,115650861,
G6PC,ENSG00000131482,17,42900797,42914438,
POLR1A,ENSG00000068654,2,86020216,86106155,
SLC18A3,ENSG00000187714,10,49610310,49612720,
MMP1,ENSG00000196611,11,102789919,102798160,
CCL1,ENSG00000108702,17,34360328,34363233,
ANO6,ENSG00000177119,12,45215987,45440404,
IL36RN,ENSG00000136695,2,113058638,113065382,
SHD,ENSG00000105251,19,4279266,4290722,
DR1,ENSG00000117505,1,93345907,93369493,
WDR35,ENSG00000118965,2,19910260,19990131,
ISG15,ENSG00000187608,1,1001138,1014540,
PPP2R3C,ENSG00000092020,14,35085467,35122517,
VSX1,ENSG00000100987,20,25070885,25082365,
YARS2,ENSG00000139131,12,32727490,32755897,
SF3B4,ENSG00000143368,1,149923317,149927803,
TAP2,ENSG00000206235,CHR_HSCHR6_MHC_MANN_CTG1,32975593,32992541,
SLC12A6,ENSG00000140199,15,34229784,34338060,
RUNX2,ENSG00000124813,6,45328157,45664349,
AIRE,ENSG00000160224,21,44285838,44298648,
PSMD12,ENSG00000197170,17,67337916,67366605,
ADAMTS13,ENSG00000281244,CHR_HG2030_PATCH,133414506,133459550,
TCTN3,ENSG00000119977,10,95663396,95694143,
SCN2A,ENSG00000136531,2,165194993,165392310,
HDAC6,ENSG00000094631,X,48801377,48824982,
ATIC,ENSG00000138363,2,215311956,215349773,
APTX,ENSG00000137074,9,32886601,33025130,
CERS1,ENSG00000223802,19,18868545,18896727,
FDXR,ENSG00000161513,17,74862497,74873031,
GJC2,ENSG00000198835,1,228149930,228159826,
IQCB1,ENSG00000173226,3,121769761,121835079,
TUBA4A,ENSG00000127824,2,219249710,219278170,
UNC13D,ENSG00000092929,17,75827225,75844717,
ECHS1,ENSG00000127884,10,133362485,133373354,
SERPINA1,ENSG00000277377,CHR_HSCHR14_7_CTG1,94378757,94392703,
KPTN,ENSG00000118162,19,47475150,47484265,
KCTD1,ENSG00000134504,18,26454910,26657401,
EZH2,ENSG00000106462,7,148807383,148884321,
SLC12A1,ENSG00000074803,15,48178438,48304078,
SGCD,ENSG00000170624,5,155870344,156767788,
MMP19,ENSG00000123342,12,55835433,55842966,
FSCN2,ENSG00000186765,17,81528396,81537130,
PGAP3,ENSG00000161395,17,39671122,39696797,
SARS2,ENSG00000104835,19,38915266,38930896,
DNAJB2,ENSG00000135924,2,219279267,219286900,
SLC9A6,ENSG00000198689,X,135973841,136047269,
SPTBN2,ENSG00000173898,11,66685248,66729226,
COL2A1,ENSG00000139219,12,47972967,48004554,
CWF19L1,ENSG00000095485,10,100232298,100267680,
TPK1,ENSG00000196511,7,144451941,144836395,
HOXB1,ENSG00000120094,17,48528526,48531011,
SPR,ENSG00000116096,2,72887382,72892158,
CP,ENSG00000047457,3,149162410,149221829,
CABP2,ENSG00000167791,11,67518912,67524517,
LRP2,ENSG00000081479,2,169127109,169362534,
DNMT1,ENSG00000130816,19,10133345,10231286,
DMPK,ENSG00000104936,19,45769717,45782552,
FLG2,ENSG00000143520,1,152348735,152360006,
KIR3DL1,ENSG00000276423,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1,54802859,54817155,
PIK3C2A,ENSG00000011405,11,17077730,17207983,
WIPF1,ENSG00000115935,2,174559572,174682916,
