HPO,name,idSymptom
0040036,Onychogryposis of fingernail,
0040037,obsolete Thin fingernail (obsolete),
0040038,obsolete Thin toenail,
0040039,Onycholysis of fingernails,
0040040,Toenail onycholysis,
0040042,Aplasia of the eccrine sweat glands,
0040043,Hypoplasia of the eccrine sweat glands,
0040044,Hypoplasia of the diaphragm,
0040045,Abnormality of the hemidiaphragms,
0040046,Abnormality of the left hemidiaphragm,
0040047,Abnormality of the right hemidiaphragm,
0040048,Aplasia of the left hemidiaphragm,
0040049,Macular edema,
0040050,Sparse upper eyelashes,
0040051,Abnormality of upper eyelashes,
0040052,Abnormality of lower eyelashes,
0040053,Long lower eyelashes,
0040054,Short upper eyelashes,
0040055,Short lower eyelashes,
0040056,Absent upper eyelashes,
0040057,Abnormality of nasal hair,
0040059,Calcification of ribs,
0040061,Osteosclerosis of the radius,
0040062,Slender radius,
0040063,Decreased adipose tissue,
0040064,Abnormality of limbs,
0040065,obsolete Abnormal morphology of bones of the upper limbs,
0040066,obsolete Abnormal morphology of bones of the lower limbs,
0040068,Abnormality of limb bone,
0040069,Abnormal lower limb bone morphology,
0040070,Abnormal upper limb bone morphology,
0040071,Abnormal morphology of ulna,
0040072,Abnormality of forearm bone,
0040073,Abnormal forearm bone morphology,
0040075,Hypopituitarism,
0040077,obsolete Abnormal concentration of calcium in blood,
0040078,Axonal degeneration,
0040079,Irregular dentition,
0040080,Anteverted ears,
0040081,Abnormal circulating creatine kinase concentration,
0040082,Happy demeanor,
0040083,Toe walking,
0040084,Abnormal circulating renin,
0040085,Abnormal circulating aldosterone,
0040086,Abnormal prolactin level,
0040087,Abnormal blood folate concentration,
0040088,Abnormal lymphocyte count,
0040089,Abnormal natural killer cell count,
0040090,Abnormality of the tympanic membrane,
0040091,Asymmetry of the size of ears,
0040092,Asymmetry of the shape of the ears,
0040093,Asymmetry of the position of the ears,
0040095,Neoplasm of the outer ear,
0040096,Neoplasm of the inner ear,
0040097,Neoplasm of the ceruminal gland,
0040098,Basalioma of the outer ear,
0040099,Abnormality of the round window,
0040100,Abnormality of the vestibular window,
0040101,Cutaneous atresia of the external auditory canal,
0040102,Osseous atresia of the external auditory canal,
0040103,Cutaneous stenosis of the external auditory canal,
0040104,Osseous stenosis of the external auditory canal,
0040106,Morphological abnormality of the lateral semicircular canal,
0040107,Morphological abnormality of the posterior semicircular canal,
0040108,Morphological abnormality of the anterior semicircular canal,
0040109,Morphological abnormality of the utricle,
0040110,Morphological abnormality of the saccule,
0040111,Bilateral external ear deformity,
0040112,Abnormal number of tubercles,
0040113,Old-aged sensorineural hearing impairment,
0040114,Absence of the reflex of the tensor tympani muscle,
0040115,Abnormality of the Eustachian tube,
0040116,Aplasia of the Eustachian tube,
0040117,Atresia of the Eustachian tube,
0040118,Stenosis of the Eustachian tube,
0040119,Unilateral conductive hearing impairment,
0040120,Abnormality of the reflex of the tensor tympani muscle,
0040121,Abnormality of the acoustic reflex,
0040122,Impairment of the the acoustic reflex,
0040123,Impairment of the reflex of the tensor tympani muscle,
0040124,Patent tuba eustachii,
0040126,Abnormal vitamin B12 level,
0040127,Abnormal sweat homeostasis,
0040128,Abnormal sweat electrolytes,
0040129,Abnormal nerve conduction velocity,
0040130,Abnormal serum iron concentration,
0040131,Abnormal motor nerve conduction velocity,
0040132,Abnormal sensory nerve conduction velocity,
0040133,Abnormal serum ferritin,
0040134,Abnormal hepatic iron concentration,
0040135,Abnormal transferrin saturation,
0040137,Comedonal acne,
0040138,Mucinous histiocytosis,
0040139,Lipogranulomatosis,
0040140,Degeneration of the striatum,
0040141,Tardive dyskinesia,
0040142,Reduced 5-oxoprolinase activity,
0040143,Dystopic os odontoideum,
0040144,L-2-hydroxyglutaric aciduria,
0040145,Dicarboxylic acidemia,
0040146,D-2-hydroxyglutaric acidemia,
0040147,L-2-hydroxyglutaric acidemia,
0040148,Cortical myoclonus,
0040149,Woolly scalp hair,
0040150,Epiblepharon of upper lid,
0040151,Epiblepharon of lower lid,
0040154,Acne inversa,
0040155,Elevated urinary 3-hydroxybutyric acid,
0040156,Elevated urinary carboxylic acid,
0040157,Abnormal intermamillary distance,
0040158,Short intermamillary distance,
0040159,Abnormal spaced incisors,
0040160,Generalized osteoporosis,
0040161,Localized osteoporosis,
0040162,Orthokeratosis,
0040163,Abnormal pelvis bone morphology,
0040164,Lipomas of eyelids,
0040165,Periostitis,
0040166,Abnormality of the periosteum,
0040167,Facial papilloma,
0040168,"Focal seizures, afebril",
0040169,Loose anagen hair,
0040170,Abnormality of hair growth,
0040171,Decreased serum testosterone level,
0040172,Abnormality of occipitofrontalis muscle,
0040173,Abnormality of the tongue muscle,
0040174,Abnormality of extrinsic muscle of tongue,
0040175,Platelet-activating factor acetylhydrolase deficiency,
0040176,Abnormal circulating phospholipid concentration,
0040177,Abnormal level of platelet-activating factor,
0040178,Increased level of platelet-activating factor,
0040179,Decreased level of platelet-activating factor,
0040180,Hyperkeratosis pilaris,
0040181,Chapped lip,
0040182,Inappropriate sinus tachycardia,
0040183,Encopresis,
0040184,Oral bleeding,
0040185,Macrothrombocytopenia,
0040186,Maculopapular exanthema,
0040187,Neonatal sepsis,
0040188,Osteochondrosis,
0040189,Scaling skin,
0040190,White scaling skin,
0040191,Rectus femoris muscle atrophy,
0040192,APUdoma,
0040193,obsolete Pinealoblastoma,
0040194,Increased head circumference,
0040195,Decreased head circumference,
0040196,Mild microcephaly,
0040197,Encephalomalacia,
0040198,Non-medullary thyroid carcinoma,
0040199,obsolete Flat midface,
0040200,Motor impersistence,
0040201,Simultanapraxia,
0040202,Abnormal consumption behavior,
0040203,Abnormal CSF neopterin level,
0040204,Elevated CSF neopterin level,
0040205,Decreased CSF neopterin level,
0040206,Abnormal circulating neopterin concentration,
0040207,Abnormal CSF biopterin level,
0040208,Elevated CSF biopterin level,
0040209,Decreased CSF biopterin level,
0040210,Abnormal circulating biopterin concentration,
0040211,Abnormality of the skin of the palm,
0040212,Risus sardonicus,
0040213,Hypopnea,
0040214,Abnormal insulin level,
0040215,Abnormal circulating insulin level,
0040216,Hypoinsulinemia,
0040217,Elevated hemoglobin A1c,
0040218,Reduced natural killer cell count,
0040219,Absent natural killer cells,
0040220,Abnormal size of the dental root,
0040221,Hypoplasia of the dental root,
0040222,Maternal thrombophilia,
0040223,Pulmonary hemorrhage,
0040224,Abnormality of fibrinolysis,
0040225,Decrease in high molecular weight von Willebrand factor Multimers,
0040226,Decreased level of heparin co-factor II,
0040227,Decreased level of histidine-rich glycoprotein,
0040228,Decreased level of plasminogen,
0040229,Decreased level of thrombomodulin,
0040230,Decreased level of tissue plasminogen activator,
0040231,Abnormal onset of bleeding,
0040232,Delayed onset bleeding,
0040233,Factor XIII subunit A deficiency,
0040234,Factor XIII subunit B deficiency,
0040235,Leukocyte inclusion bodies,
0040236,Hyperfibrinolysis,
0040237,Impaired binding of factor VIII to VWF,
0040238,Impaired neutrophil chemotaxis,
0040239,Increased plasma vitamin K epoxide after vitamin K supplementation,
0040240,Increased ratio of VWF propeptide to VWF antigen,
0040241,Increased RIPA,
0040242,Muscle haemorrhage,
0040243,Prolonged euglobulin clot lysis time,
0040244,Prolonged Russell's viper venom time,
0040245,Reduced alpha-2-antiplasmin activity,
0040246,Reduced antithrombin antigen,
0040247,Reduced euglobulin clot lysis time,
0040248,Reduced plasminogen activator inhibitor 1 activity,
0040249,Reduced plasminogen activator inhibitor 1 antigen,
0040250,Reduced prothrombin antigen,
0040251,Hand dimple,
0040252,Abnormal size of the clitoris,
0040253,Increased size of the clitoris,
0040254,Decreased size of the clitoris,
0040255,Aplasia/Hypoplasia of the clitoris,
0040256,Aplastic/Hypoplastic nasopharyngeal adenoids,
0040257,Abnormal size of nasopharyngeal adenoids,
0040258,Hypoplastic nasopharyngeal adenoids,
0040259,Aplastic nasopharyngeal adenoids,
0040260,Decreased size of nasopharyngeal adenoids,
0040261,Increased size of nasopharyngeal adenoids,
0040262,Glue ear,
0040263,Jaw ankylosis,
0040264,Jaw pain,
0040265,Upper limb muscle hypertrophy,
0040266,Proximal upper limb muscle hypertrophy,
0040267,Distal upper limb muscle hypertrophy,
0040268,Recurrent infections of the middle ear,
0040269,Blocked Eustachian tube,
0040270,Impaired glucose tolerance,
0040272,Hyperintensity of MRI T2 signal of the spinal cord,
0040273,Adenocarcinoma of the intestines,
0040274,Adenocarcinoma of the small intestine,
0040275,Adenocarcinoma of the large intestine,
0040276,Adenocarcinoma of the colon,
0040277,Neoplasm of the pituitary gland,
0040278,Prolactinoma,
0040279,Frequency,
0040280,Obligate,
0040281,Very frequent,
0040282,Frequent,
0040283,Occasional,
0040284,Very rare,
0040285,Excluded,
0040286,Abnormal axial muscle morphology,
0040287,Axial muscle atrophy,
0040288,Nasogastric tube feeding,
0040289,Cyclic neutropenia,
0040290,obsolete Abnormality of skeletal muscles,
0040291,Skeletal muscle steatosis,
0040292,Left hemiplegia,
0040293,Right hemiplegia,
0040294,Duplicated tongue,
0040295,Duplication of the upper lip,
0040296,Abnormal location of the eyebrow,
0040297,Preauricular cyst,
0040298,Hyperplasia of the endometrium,
0040299,Decreased circulating free fatty acid level,
0040300,Abnormal circulating free fatty acid concentration,
0040301,Increased urinary glycerol,
0040302,Hyperglycerolemia,
0040303,Decreased serum iron,
0040304,Duplication of the sella turcica,
0040305,Increased male libido,
0040306,Decreased male libido,
0040307,Male sexual dysfunction,
0040308,Male anorgasmia,
0040309,Increased size of the mandible,
0040310,Sterile arthritis,
0040311,Symetrical distal arthritis,
0040312,Temporomandibular arthritis,
0040313,Oligoarthritis,
0040314,Blind vagina,
0040315,Tongue edema,
0040316,obsolete Aplasia of the penis,
0040317,Blue urine,
0040318,Red urine,
0040319,Dark urine,
0040320,Red-brown urine,
0040321,Dark yellow urine,
0040322,Purple urine,
0040323,Erythema of the eyelids,
0040324,Heliotrope rash,
0040325,Bull's eye rash,
0040326,Hypoplasia of the olfactory bulb,
0040327,Abnormal morphology of the olfactory bulb,
0040328,Focal hyperintensity of cerebral white matter on MRI,
0040329,Multifocal hyperintensity of cerebral white matter on MRI,
0040330,Confluent hyperintensity of cerebral white matter on MRI,
0040331,Focal hypointensity of cerebral white matter on MRI,
0040332,Multifocal hypointensity of cerebral white matter on MRI,
0040333,Confluent hypointensity of cerebral white matter on MRI,
0040334,Purulent rhinitis,
0041042,Absent neutrophil lactoferrin,
0041043,Neutrophil nuclear clefts,
0041044,Low neutrophil alkaline phosphatase,
0041045,Increased neutrophil mitochondria,
0041046,Increased neutrophil ribosomes,
0041047,Bladder outlet obstruction,
0041048,Decreased expression of GPI-anchored proteins on the cell surface,
0041049,Starch intolerance,
0045001,Abnormal ossification of the trapezium,
0045002,Absent ossification of the trapezium,
0045003,Abnormal ossification of the scaphoid,
0045004,Abnormal ossification of the trapezoid bone,
0045005,Neural tube defect,
0045006,Aplasia of lymphatic vessels,
0045007,Abnormality of the substantia nigra,
0045008,Abnormal shape of the radius,
0045009,Abnormal morphology of the radius,
0045010,Abnormality of peripheral nerves,
0045011,Decreased urine bicarbonate concentration,
0045012,Decreased urinary catecholamine concentration,
0045013,obsolete Decreased urinary glucose concentration,
0045014,Hypolipidemia,
0045016,obsolete Elevated serum long-chain fatty acids,
0045017,Congenital malformation of the left heart,
0045018,Partial duplication of eyebrows,
0045025,Narrow palpebral fissure,
0045026,Abnormality of the mediastinum,
0045027,Abnormality of the thoracic cavity,
0045028,Microlissencephaly,
0045029,Eosinophilic fasciitis,
0045034,Elevated urinary aminoisobutyric acid,
0045035,Decreased urinary copper concentration,
0045036,Abnormal urinary copper concentration,
0045037,Abnormality of jaw muscles,
0045038,Gastric lymphoma,
0045039,Osteolysis involving bones of the upper limbs,
0045040,Abnormal lactate dehydrogenase activity,
0045041,Reduced lactate dehydrogenase B level,
0045042,Decreased serum complement C4,
0045043,Decreased serum complement C4a,
0045044,Decreased serum complement C4b,
0045045,Elevated plasma acylcarnitine levels,
0045046,Reduced insulin like growth factor binding protein acid labile subunit level,
0045047,HbS hemoglobin,
0045048,Increased HbA2 hemoglobin,
0045049,Abnormal DLCO,
0045050,Increased DLCO,
0045051,Decreased DLCO,
0045052,Abnormality of the brachial nerve plexus,
0045053,Abnormality of the lumbosacral nerve plexus,
0045054,Brachial plexus neuropathy,
0045055,Tiger tail banding,
0045056,Abnormal levels of alpha-fetoprotein,
0045057,Decreased levels of alpha-fetoprotein,
0045058,Abnormality of the testis size,
0045059,Hyperkeratotic papule,
0045060,Aplasia/hypoplasia involving bones of the extremities,
0045061,Decreased carnitine level in liver,
0045063,Increased PIVKA-II,
0045073,Serositis,
0045074,Thin eyebrow,
0045075,Sparse eyebrow,
0045079,Distal femoral metaphyseal irregularity,
0045080,Decreased proportion of CD3-positive T cells,
0045081,Abnormality of body mass index,
0045082,Decreased body mass index,
0045083,obsolete Increased body mass index,
0045084,Limb myoclonus,
0045085,Atrophy of masseter muscle,
0045086,Knee joint hypermobility,
0045087,Hip joint hypermobility,
0045088,Clinical relevance,
0045089,Distinctive finding,
0045090,Minor finding,
0100000,Early onset of sexual maturation,
0100001,Malignant mesothelioma,
0100002,Pleural mesothelioma,
0100003,Peritoneal mesothelioma,
0100004,Pericardial mesothelioma,
0100005,Testicular mesothelioma,
0100006,Neoplasm of the central nervous system,
0100007,Neoplasm of the peripheral nervous system,
0100008,Schwannoma,
0100009,Intracranial meningioma,
0100010,Spinal meningioma,
0100011,Scleral schwannoma,
0100012,Neoplasm of the eye,
0100013,Neoplasm of the breast,
0100014,Epiretinal membrane,
0100015,Stahl ear,
0100016,Abnormality of mesentery morphology,
0100017,Capsular cataract,
0100018,Nuclear cataract,
0100019,Cortical cataract,
0100020,Posterior capsular cataract,
0100021,Cerebral palsy,
0100022,Abnormality of movement,
0100023,Recurrent hand flapping,
0100024,Conspicuously happy disposition,
0100025,Overfriendliness,
0100026,Arteriovenous malformation,
0100027,Recurrent pancreatitis,
0100028,Ectopic thyroid,
0100029,Lingual thyroid,
0100030,Accessory ectopic thyroid tissue,
0100031,Neoplasm of the thyroid gland,
0100033,Tics,
0100034,Motor tics,
0100035,Phonic tics,
0100036,Pseudo-fractures,
0100037,Abnormality of the scalp hair,
0100038,Slow-growing scalp hair,
0100039,Thickened cortex of bones,
0100040,Broad 2nd toe,
0100041,Broad 3rd toe,
0100042,Broad 4th toe,
0100043,Broad 5th toe,
0100044,Absent epiphyses of the 2nd toe,
0100045,Bracket epiphyses of the 2nd toe,
0100046,Cone-shaped epiphyses of the 2nd toe,
0100047,Enlarged epiphyses of the 2nd toe,
0100048,Fragmentation of the epiphyses of the 2nd toe,
0100049,Irregular epiphyses of the 2nd toe,
0100050,Ivory epiphyses of the 2nd toe,
0100051,Pseudoepiphyses of the 2nd toe,
0100052,Small epiphyses of the 2nd toe,
0100053,Stippling of the epiphyses of the 2nd toe,
0100054,Triangular epiphyses of the 2nd toe,
0100055,Absent epiphyses of the 3rd toe,
0100056,Bracket epiphyses of the 3rd toe,
0100057,Cone-shaped epiphyses of the 3rd toe,
0100058,Enlarged epiphyses of the 3rd toe,
0100059,Fragmentation of the epiphyses of the 3rd toe,
0100060,Irregular epiphyses of the 3rd toe,
0100061,Ivory epiphyses of the 3rd toe,
0100062,Pseudoepiphyses of the 3rd toe,
0100063,Small epiphyses of the 3rd toe,
0100064,Stippling of the epiphyses of the 3rd toe,
0100065,Triangular epiphyses of the 3rd toe,
0100066,Absent epiphyses of the 4th toe,
0100067,Bracket epiphyses of the 4th toe,
0100068,Cone-shaped epiphyses of the 4th toe,
0100069,Enlarged epiphyses of the 4th toe,
0100070,Fragmentation of the epiphyses of the 4th toe,
0100071,Irregular epiphyses of the 4th toe,
0100072,Ivory epiphyses of the 4th toe,
0100073,Pseudoepiphyses of the 4th toe,
0100074,Small epiphyses of the 4th toe,
0100075,Stippling of the epiphyses of the 4th toe,
0100076,Triangular epiphyses of the 4th toe,
0100077,Absent epiphyses of the 5th toe,
0100078,Bracket epiphyses of the 5th toe,
0100079,Cone-shaped epiphyses of the 5th toe,
0100080,Enlarged epiphyses of the 5th toe,
0100081,Fragmentation of the epiphyses of the 5th toe,
0100082,Irregular epiphyses of the 5th toe,
0100083,Ivory epiphyses of the 5th toe,
0100084,Pseudoepiphyses of the 5th toe,
0100085,Small epiphyses of the 5th toe,
0100086,Stippling of the epiphyses of the 5th toe,
0100087,Triangular epiphyses of the 5th toe,
0100088,Abnormality of the epiphysis of the distal phalanx of the 2nd toe,
0100089,Abnormality of the epiphysis of the middle phalanx of the 2nd toe,
0100090,Abnormality of the epiphysis of the proximal phalanx of the 2nd toe,
0100091,Abnormality of the epiphysis of the distal phalanx of the 3rd toe,
0100092,Abnormality of the epiphysis of the middle phalanx of the 3rd toe,
0100093,Abnormality of the epiphysis of the proximal phalanx of the 3rd toe,
0100094,Abnormality of the epiphysis of the distal phalanx of the 4th toe,
0100095,Abnormality of the epiphysis of the middle phalanx of the 4th toe,
0100096,Abnormality of the epiphysis of the proximal phalanx of the 4th toe,
0100097,Abnormality of the epiphysis of the distal phalanx of the 5th toe,
0100098,Abnormality of the epiphysis of the middle phalanx of the 5th toe,
0100099,Abnormality of the epiphysis of the proximal phalanx of the 5th toe,
0100100,Absent epiphysis of the distal phalanx of the 2nd toe,
0100101,Bracket epiphysis of the distal phalanx of the 2nd toe,
0100102,Cone-shaped epiphysis of the distal phalanx of the 2nd toe,
0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,
0100104,Fragmentation of the epiphysis of the distal phalanx of the 2nd toe,
0100105,Irregular epiphysis of the distal phalanx of the 2nd toe,
0100106,Ivory epiphysis of the distal phalanx of the 2nd toe,
0100107,Pseudoepiphysis of the distal phalanx of the 2nd toe,
0100108,Small epiphysis of the distal phalanx of the 2nd toe,
0100109,Stippling of the epiphysis of the distal phalanx of the 2nd toe,
0100110,Triangular epiphysis of the distal phalanx of the 2nd toe,
0100111,Absent epiphysis of the middle phalanx of the 2nd toe,
0100112,Bracket epiphysis of the middle phalanx of the 2nd toe,
0100113,Cone-shaped epiphysis of the middle phalanx of the 2nd toe,
0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,
0100115,Fragmentation of the epiphysis of the middle phalanx of the 2nd toe,
0100116,Irregular epiphysis of the middle phalanx of the 2nd toe,
0100117,Ivory epiphysis of the middle phalanx of the 2nd toe,
0100118,Pseudoepiphysis of the middle phalanx of the 2nd toe,
0100119,Small epiphysis of the middle phalanx of the 2nd toe,
0100120,Stippling of the epiphysis of the middle phalanx of the 2nd toe,
0100121,Triangular epiphysis of the middle phalanx of the 2nd toe,
0100122,Absent epiphysis of the proximal phalanx of the 2nd toe,
0100123,Bracket epiphysis of the proximal phalanx of the 2nd toe,
0100124,Cone-shaped epiphysis of the proximal phalanx of the 2nd toe,
0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,
0100126,Fragmentation of the epiphysis of the proximal phalanx of the 2nd toe,
0100127,Irregular epiphysis of the proximal phalanx of the 2nd toe,
0100128,Ivory epiphysis of the proximal phalanx of the 2nd toe,
0100129,Pseudoepiphysis of the proximal phalanx of the 2nd toe,
0100130,Small epiphysis of the proximal phalanx of the 2nd toe,
0100131,Stippling of the epiphysis of the proximal phalanx of the 2nd toe,
0100132,Triangular epiphysis of the proximal phalanx of the 2nd toe,
0100133,Abnormality of the pubic hair,
0100134,Abnormality of the axillary hair,
0100135,Absent epiphysis of the distal phalanx of the 3rd toe,
0100136,Bracket epiphysis of the distal phalanx of the 3rd toe,
0100137,Cone-shaped epiphysis of the distal phalanx of the 3rd toe,
0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,
0100139,Fragmentation of the epiphysis of the distal phalanx of the 3rd toe,
0100140,Irregular epiphysis of the distal phalanx of the 3rd toe,
0100141,Ivory epiphysis of the distal phalanx of the 3rd toe,
0100142,Pseudoepiphysis of the distal phalanx of the 3rd toe,
0100143,Small epiphysis of the distal phalanx of the 3rd toe,
0100144,Stippling of the epiphysis of the distal phalanx of the 3rd toe,
0100145,Triangular epiphysis of the distal phalanx of the 3rd toe,
0100146,Absent epiphysis of the middle phalanx of the 3rd toe,
0100147,Bracket epiphysis of the middle phalanx of the 3rd toe,
0100148,Cone-shaped epiphysis of the middle phalanx of the 3rd toe,
0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,
0100150,Fragmentation of the epiphysis of the middle phalanx of the 3rd toe,
0100151,Irregular epiphysis of the middle phalanx of the 3rd toe,
0100152,Ivory epiphysis of the middle phalanx of the 3rd toe,
0100153,Pseudoepiphysis of the middle phalanx of the 3rd toe,
0100154,Small epiphysis of the middle phalanx of the 3rd toe,
0100155,Stippling of the epiphysis of the middle phalanx of the 3rd toe,
0100156,Triangular epiphysis of the middle phalanx of the 3rd toe,
0100157,Absent epiphysis of the proximal phalanx of the 3rd toe,
0100158,Bracket epiphysis of the proximal phalanx of the 3rd toe,
0100159,Cone-shaped epiphysis of the proximal phalanx of the 3rd toe,
0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,
0100161,Fragmentation of the epiphysis of the proximal phalanx of the 3rd toe,
0100162,Irregular epiphysis of the proximal phalanx of the 3rd toe,
0100163,Ivory epiphysis of the proximal phalanx of the 3rd toe,
0100164,Pseudoepiphysis of the proximal phalanx of the 3rd toe,
0100165,Small epiphysis of the proximal phalanx of the 3rd toe,
0100166,Stippling of the epiphysis of the proximal phalanx of the 3rd toe,
0100167,Triangular epiphysis of the proximal phalanx of the 3rd toe,
0100168,Fragmented epiphyses,
0100169,Absent epiphysis of the distal phalanx of the 4th toe,
0100170,Bracket epiphysis of the distal phalanx of the 4th toe,
0100171,Cone-shaped epiphysis of the distal phalanx of the 4th toe,
0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,
0100173,Fragmentation of the epiphysis of the distal phalanx of the 4th toe,
0100174,Irregular epiphysis of the distal phalanx of the 4th toe,
0100175,Ivory epiphysis of the distal phalanx of the 4th toe,
0100176,Pseudoepiphysis of the distal phalanx of the 4th toe,
0100177,Small epiphysis of the distal phalanx of the 4th toe,
0100178,Stippling of the epiphysis of the distal phalanx of the 4th toe,
0100179,Triangular epiphysis of the distal phalanx of the 4th toe,
0100180,Absent epiphysis of the middle phalanx of the 4th toe,
0100181,Bracket epiphysis of the middle phalanx of the 4th toe,
0100182,Cone-shaped epiphysis of the middle phalanx of the 4th toe,
0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,
0100184,Fragmentation of the epiphysis of the middle phalanx of the 4th toe,
0100185,Irregular epiphysis of the middle phalanx of the 4th toe,
0100186,Ivory epiphysis of the middle phalanx of the 4th toe,
0100187,Pseudoepiphysis of the middle phalanx of the 4th toe,
0100188,Small epiphysis of the middle phalanx of the 4th toe,
0100189,Stippling of the epiphysis of the middle phalanx of the 4th toe,
0100190,Triangular epiphysis of the middle phalanx of the 4th toe,
0100191,Absent epiphysis of the proximal phalanx of the 4th toe,
0100192,Bracket epiphysis of the proximal phalanx of the 4th toe,
0100193,Cone-shaped epiphysis of the proximal phalanx of the 4th toe,
0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,
0100195,Fragmentation of the epiphysis of the proximal phalanx of the 4th toe,
0100196,Irregular epiphysis of the proximal phalanx of the 4th toe,
0100197,Ivory epiphysis of the proximal phalanx of the 4th toe,
0100198,Pseudoepiphysis of the proximal phalanx of the 4th toe,
0100199,Small epiphysis of the proximal phalanx of the 4th toe,
0100200,Stippling of the epiphysis of the proximal phalanx of the 4th toe,
0100201,Triangular epiphysis of the proximal phalanx of the 4th toe,
0100202,Absent epiphysis of the distal phalanx of the 5th toe,
0100203,Bracket epiphysis of the distal phalanx of the 5th toe,
0100204,Cone-shaped epiphysis of the distal phalanx of the 5th toe,
0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,
0100206,Fragmentation of the epiphysis of the distal phalanx of the 5th toe,
0100207,Irregular epiphysis of the distal phalanx of the 5th toe,
0100208,Ivory epiphysis of the distal phalanx of the 5th toe,
0100209,Pseudoepiphysis of the distal phalanx of the 5th toe,
0100210,Small epiphysis of the distal phalanx of the 5th toe,
0100211,Stippling of the epiphysis of the distal phalanx of the 5th toe,
0100212,Triangular epiphysis of the distal phalanx of the 5th toe,
0100213,Absent epiphysis of the middle phalanx of the 5th toe,
0100214,Bracket epiphysis of the middle phalanx of the 5th toe,
0100215,Cone-shaped epiphysis of the middle phalanx of the 5th toe,
0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,
0100217,Fragmentation of the epiphysis of the middle phalanx of the 5th toe,
0100218,Irregular epiphysis of the middle phalanx of the 5th toe,
0100219,Ivory epiphysis of the middle phalanx of the 5th toe,
0100220,Pseudoepiphysis of the middle phalanx of the 5th toe,
0100221,Small epiphysis of the middle phalanx of the 5th toe,
0100222,Stippling of the epiphysis of the middle phalanx of the 5th toe,
0100223,Triangular epiphysis of the middle phalanx of the 5th toe,
0100224,Absent epiphysis of the proximal phalanx of the 5th toe,
0100225,Bracket epiphysis of the proximal phalanx of the 5th toe,
0100226,Cone-shaped epiphysis of the proximal phalanx of the 5th toe,
0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,
0100228,Fragmentation of the epiphysis of the proximal phalanx of the 5th toe,
0100229,Irregular epiphysis of the proximal phalanx of the 5th toe,
0100230,Ivory epiphysis of the proximal phalanx of the 5th toe,
0100231,Pseudoepiphysis of the proximal phalanx of the 5th toe,
0100232,Small epiphysis of the proximal phalanx of the 5th toe,
0100233,Stippling of the epiphysis of the proximal phalanx of the 5th toe,
0100234,Triangular epiphysis of the proximal phalanx of the 5th toe,
0100235,Synostosis involving bones of the toes,
0100237,Proximal foot symphalangism,
0100238,Synostosis involving bones of the upper limbs,
0100240,Synostosis of joints,
0100241,Ectopic respiratory mucosa,
0100242,Sarcoma,
0100243,Leiomyosarcoma,
0100244,Fibrosarcoma,
0100245,Desmoid tumors,
0100246,Osteoma,
0100247,Recurrent singultus,
0100248,Hemiballismus,
0100249,Calcification of muscles,
0100250,Meningeal calcification,
0100251,Multiple central nervous system lipomas,
0100252,Diaphyseal dysplasia,
0100253,Abnormality of the medullary cavity of the long bones,
0100254,Stenosis of the medullary cavity of the long bones,
0100255,Metaphyseal dysplasia,
0100256,Senile plaques,
0100257,Ectrodactyly,
0100258,Preaxial polydactyly,
0100259,Postaxial polydactyly,
0100260,Mesoaxial polydactyly,
0100261,Abnormal tendon morphology,
0100262,Synostosis involving digits,
0100263,Distal symphalangism,
0100264,Proximal symphalangism,
0100265,Synostosis of metacarpals/metatarsals,
0100266,Synostosis of carpals/tarsals,
0100267,Lip pit,
0100268,Upper lip pit,
0100269,Paramedian lip pit,
0100270,Abnormality of dorsoventral patterning of the limbs,
0100271,Hyponasal speech,
0100272,Branchial sinus,
0100273,Neoplasm of the colon,
0100274,Gustatory lacrimation,
0100275,Diffuse cerebellar atrophy,
0100276,Skin pit,
0100277,Periauricular skin pits,
0100279,Ulcerative colitis,
0100280,Crohn's disease,
0100281,Chronic colitis,
0100282,Acute colitis,
0100283,EMG: continuous motor unit activity at rest,
0100284,EMG: myotonic discharges,
0100285,EMG: impaired neuromuscular transmission,
0100287,EMG: slow motor conduction,
0100288,EMG: myokymic discharges,
0100289,Abnormality of pattern reversal visual evoked potentials,
0100290,Abnormality of peripheral somatosensory evoked potentials,
0100291,Abnormality of central somatosensory evoked potentials,
0100292,Amyloidosis of peripheral nerves,
0100293,Muscle fiber hypertrophy,
0100295,Muscle fiber atrophy,
0100296,Perifascicular muscle fiber atrophy,
0100297,Increased endomysial connective tissue,
0100298,Motheaten muscle fibers,
0100299,Muscle fiber inclusion bodies,
0100300,Desmin bodies,
0100301,Muscle fiber tubular inclusions,
0100302,Muscle fiber tubuloreticular inclusions,
0100303,Muscle fiber cytoplasmatic inclusion bodies,
