name,DOID,ai
Alexander disease,4252,
melorheostosis,4253,
osteosclerosis,4254,
obsolete rheumatism,4256,
Caffey disease,4257,
Weissenbacher-Zweymuller syndrome,4258,
gait apraxia,4260,
obsolete drug-induced akathisia,4263,
angiomyoma,4265,
intravascular angioleiomyoma,4266,
akinetic mutism,4267,
encephalitozoonosis,4270,
microsporidiosis,4271,
obsolete bovine hemorrhagic syndrome,4273,
obsolete Pestivirus infectious disease,4274,
penis basal cell carcinoma,4277,
scrotum basal cell carcinoma,4278,
infundibulocystic basal cell carcinoma,4279,
nodular basal cell carcinoma,4280,
metatypical basal cell carcinoma,4281,
pigmented basal cell carcinoma,4282,
anal margin basal cell carcinoma,4283,
anal margin carcinoma,4284,
"obsolete complications of pregnancy, childbirth and the puerperium",4285,
sebaceous basal cell carcinoma,4286,
external ear basal cell carcinoma,4287,
external ear carcinoma,4288,
micronodular basal cell carcinoma,4289,
gynatresia,429,
adamantinoid basal cell epithelioma,4290,
fibroepithelial basal cell carcinoma,4291,
morpheaform basal cell carcinoma,4292,
clear cell basal cell carcinoma,4293,
adenoid basal cell carcinoma,4294,
follicular basal cell carcinoma,4295,
scimitar syndrome,4297,
obsolete respiratory system abnormality,4298,
infiltrative basal cell carcinoma,4299,
superficial basal cell carcinoma,4300,
vulva basal cell carcinoma,4301,
cystic basal cell carcinoma,4302,
sarcomatoid basal cell carcinoma,4303,
signet ring basal cell carcinoma,4304,
bone giant cell tumor,4305,
radiculopathy,4306,
polyradiculopathy,4307,
polyradiculoneuropathy,4308,
myofascial pain syndrome,431,
smooth muscle tumor,4310,
epidermolysis bullosa acquisita,4313,
obsolete visna,4318,
non-gestational choriocarcinoma,4320,
large cell acanthoma,4321,
pilar sheath acanthoma,4322,
epidermolytic acanthoma,4323,
acantholytic acanthoma,4324,
Ebola hemorrhagic fever,4325,
obsolete Filoviridae infectious disease,4326,
Marburg hemorrhagic fever,4327,
Erdheim-Chester disease,4329,
obsolete Intraventricular hemorrhage from any perinatal cause,433,
non-Langerhans-cell histiocytosis,4330,
burning mouth syndrome,4331,
obsolete familial hypophosphatemia,4332,
parovarian cyst,4333,
splenic manifestation of prolymphocytic leukemia,4334,
tinea favosa,4336,
tinea capitis,4337,
obsolete anterior mediastinum cancer,434,
variegate porphyria,4346,
lymphocele,4347,
obsolete complications occurring mainly in the course of labor and delivery,4349,
"obsolete malignant neoplasm of thymus, heart and mediastinum",435,
obsolete bovine anaplasmosis,4350,
obsolete primary Anaplasmataceae infectious disease,4351,
ciliary body cancer,4352,
ciliary body disease,4353,
obsolete regressing malignant melanoma,4356,
obsolete experimental melanoma,4357,
obsolete metastatic melanoma,4358,
amelanotic melanoma,4359,
posterior mediastinum cancer,436,
epithelioid cell melanoma,4360,
cervical cancer,4362,
malignant breast melanoma,4364,
apparent mineralocorticoid excess syndrome,4367,
obsolete brain hypoxia-Ischemia,4369,
myasthenia gravis,437,
stomach diverticulosis,4370,
Schnitzler syndrome,4371,
intracranial embolism,4372,
silo filler's disease,4374,
obsolete agricultural workers' disease,4375,
milk allergy,4376,
egg allergy,4377,
peanut allergy,4378,
nut allergy,4379,
autoimmune disease of the nervous system,438,
obsolete conventional alveolar rhabdomyosarcoma,4381,
obsolete solid alveolar rhabdomyosarcoma,4383,
orbit alveolar rhabdomyosarcoma,4384,
papillary squamous carcinoma,4385,
myofibroma,4386,
obsolete recurrent peripheral primitive neuroectodermal tumor,4387,
bone peripheral neuroepithelioma,4388,
soft tissue peripheral neuroepithelioma,4389,
neuromuscular junction disease,439,
obsolete Henipavirus infectious disease,4393,
reticulohistiocytic granuloma,4394,
granulomatous dermatitis,4397,
pustulosis of palm and sole,4398,
acneiform dermatitis,4399,
neuromuscular disease,440,
dermatosis papulosa nigra,4400,
obsolete cervical glandular tumor,4403,
occupational dermatitis,4404,
spongiotic dermatitis,4406,
phototoxic dermatitis,4407,
folliculitis,4409,
obsolete contact dermatitis due to arnica,4410,
hepatitis E,4411,
obsolete Astroviridae infectious disease,4412,
cervix melanoma,4413,
fibrous histiocytoma,4415,
cutaneous fibrous histiocytoma,4418,
benign deep fibrous histiocytoma,4419,
malignant adenofibroma,4422,
sea-blue histiocytosis,4423,
juvenile xanthogranuloma,4424,
obsolete lipogranuloma,4425,
dyslexia,4428,
somatostatinoma,4430,
pancreatic somatostatinoma,4432,
pancreatic delta cell neoplasm,4433,
small intestine neuroendocrine neoplasm,4434,
cavernous sinus meningioma,4435,
anterior cranial fossa meningioma,4436,
skull base meningioma,4437,
central nervous system germinoma,4438,
central nervous system germ cell tumor,4439,
seminoma,4440,
dysgerminoma,4441,
cervical alveolar soft part sarcoma,4442,
obsolete cervical soft tissue tumor,4443,
obsolete arachnoid cyst,4445,
obsolete central nervous system cyst,4446,
cystoid macular edema,4447,
macular degeneration,4448,
macular retinal edema,4449,
Bartter disease,445,
renal cell carcinoma,4450,
renal carcinoma,4451,
obsolete recurrent renal cell carcinoma,4452,
childhood kidney cell carcinoma,4454,
hereditary renal cell carcinoma,4455,
primary hyperaldosteronism,446,
multilocular clear cell renal cell carcinoma,4463,
collecting duct carcinoma,4464,
papillary renal cell carcinoma,4465,
clear cell renal cell carcinoma,4467,
clear cell adenocarcinoma,4468,
renal tubular transport disease,447,
chromophobe renal cell carcinoma,4471,
mucinous tubular and spindle renal cell carcinoma,4472,
sarcomatoid renal cell carcinoma,4473,
obsolete drug-Induced dyskinesia,4478,
pseudohypoaldosteronism,4479,
obsolete facial neoplasm,448,
achondroplasia,4480,
allergic rhinitis,4481,
rhinitis,4483,
malignant biphasic mesothelioma,4486,
sarcomatoid mesothelioma,4488,
malignant epithelial mesothelioma,4489,
obsolete head neoplasm,449,
malignant peritoneal solitary fibrous tumor,4490,
persian gulf syndrome,4491,
avian influenza,4492,
obsolete Orthomyxoviridae infectious disease,4493,
obsolete metastatic malignant neoplasm to the cervix,4496,
obsolete child nutrition disorder,4499,
myotonic disease,450,
hypokalemia,4500,
orofaciodigital syndrome,4501,
obsolete relapsed angiosarcoma,4502,
central nervous system angiosarcoma,4504,
pediatric angiosarcoma,4505,
obsolete angiosarcoma associated with lymphedema,4509,
aorta angiosarcoma,4510,
breast angiosarcoma,4511,
conventional angiosarcoma,4512,
gallbladder angiosarcoma,4513,
thyroid angiosarcoma,4514,
thyroid sarcoma,4515,
skin angiosarcoma,4517,
pleomorphic adenoma,452,
cervical endometrial stromal sarcoma,4520,
cervix endometrial stromal tumor,4521,
superior vena cava angiosarcoma,4522,
prostate angiosarcoma,4524,
mediastinum angiosarcoma,4525,
ovarian angiosarcoma,4527,
mucoepidermoid carcinoma,4531,
Hallermann-Streiff syndrome,4534,
hypotrichosis,4535,
obsolete labyrinthine disease,4539,
dysgraphia,4540,
nominal aphasia,4541,
basophil adenoma,4542,
retrograde amnesia,4543,
mesenchymal chondrosarcoma,4545,
pediatric mesenchymal chondrosarcoma,4546,
adult mesenchymal chondrosarcoma,4547,
extraskeletal mesenchymal chondrosarcoma,4548,
extraosseous chondrosarcoma,4549,
anal gland neoplasm,4550,
anus benign neoplasm,4551,
large cell carcinoma,4552,
thymus large cell carcinoma,4553,
type C thymoma,4554,
ovarian large-cell neuroendocrine carcinoma,4555,
lung large cell carcinoma,4556,
oral leukoedema,4557,
Ludwig's angina,4558,
ascariasis,456,
non specific chronic endometritis,4560,
granulomatous endometritis,4561,
subacute bacterial endocarditis,4562,
obsolete Ascaridida infectious disease,457,
obsolete metastatic meningioma,4582,
obsolete deletion of short arm of chromosome 1 (1p) associated meningioma,4583,
choroid plexus meningioma,4584,
obsolete relapsed meningioma,4585,
familial meningioma,4586,
benign meningioma,4587,
secretory meningioma,4588,
obsolete deletion of chromosome 22 associated meningioma,4589,
obsolete multiple meningiomas,4590,
lymphoplasmacyte-rich meningioma,4591,
pediatric meningioma,4593,
microcystic meningioma,4594,
obsolete adult meningioma,4595,
obsolete central nervous system adult tumor,4596,
obsolete deletion of chromosome 3p associated meningioma,4598,
epidermolytic hyperkeratosis,4603,
bile duct cancer,4606,
biliary tract cancer,4607,
common bile duct neoplasm,4608,
muscle benign neoplasm,461,
intestinal benign neoplasm,4610,
ulnar neuropathy,4613,
obsolete carcinoma of unknown primary,4615,
obsolete bovine atypical interstitial pneumonia,4616,
periapical granuloma,4617,
maxillary cancer,4618,
obsolete cancer by anatomical entity,462,
holoprosencephaly,4621,
Ollier disease,4624,
obsolete enchondromatosis,4625,
hydranencephaly,4626,
ideomotor apraxia,4627,
obsolete porcine reproductive and respiratory syndrome,4629,
inverted transitional papilloma,4630,
obsolete inverted papilloma of paranasal sinus,4631,
nasal cavity inverting papilloma,4633,
submandibular adenitis,4636,
cervical adenitis,4637,
postauricular lymphadenitis,4638,
suppurative lymphadenitis,4639,
axillary adenitis,4640,
obsolete Bacteroides infectious disease,4641,
epidermolysis bullosa simplex,4644,
retinal cancer,4645,
trilateral retinoblastoma,4647,
familial retinoblastoma,4648,
bilateral retinoblastoma,4650,
unilateral retinoblastoma,4651,
intraocular retinoblastoma,4653,
obsolete relapsed retinoblastoma,4655,
extraocular retinoblastoma,4656,
benign mastocytoma,4658,
extracutaneous mastocytoma,4659,
indolent systemic mastocytosis,4660,
multiple chemical sensitivity,4661,
thalamic disease,4662,
filamentary keratitis,4664,
obsolete superficial keratitis without conjunctivitis,4665,
obsolete kyphosis,4667,
obsolete congenital kyphosis,4668,
venous hemangioma,467,
freemartinism,4671,
androgen insensitivity syndrome,4674,
uremic neuropathy,4675,
uremia,4676,
keratitis,4677,
thymus mucoepidermoid carcinoma,4678,
breast mucoepidermoid carcinoma,4679,
intramuscular hemangioma,468,
breast metaplastic carcinoma,4680,
bile duct mucoepidermoid carcinoma,4681,
extrahepatic bile duct carcinoma,4682,
cutaneous mucoepidermoid carcinoma,4683,
obsolete skin appendage carcinoma,4684,
lacrimal gland mucoepidermoid carcinoma,4685,
mucoepidermoid esophageal carcinoma,4686,
thyroid gland mucoepidermoid carcinoma,4687,
laryngeal mucoepidermoid carcinoma,4688,
deep angioma,469,
childhood mediastinal neurogenic tumor,4690,
malignant mediastinal neurogenic neoplasm,4691,
endophthalmitis,4692,
nerve plexus neoplasm,4693,
obsolete malignant peripheral nerve neoplasm,4694,
intraneural perineurioma,4696,
perineurioma,4697,
nerve root neoplasm,4698,
epicardium cancer,4699,
prostate disease,47,
verrucous keratotic hemangioma,470,
obsolete bathing trunk nevus,4700,
mongolian spot,4702,
obsolete childhood brain tumor,4705,
infratentorial cancer,4706,
cervicomedullary junction neoplasm,4707,
foramen magnum meningioma,4708,
skin hemangioma,471,
obsolete krebs 2 carcinoma,4711,
obsolete gastric mesenchymal neoplasm,4712,
obsolete obstetrical pelvic hematoma,4714,
gastric neuroendocrine neoplasm,4715,
malignant gastric germ cell tumor,4716,
extragonadal germ cell cancer,4717,
bone giant cell sarcoma,4719,
subglottic angioma,472,
intracranial hypotension,4723,
brain edema,4724,
obsolete neck neoplasm,4725,
obsolete Anterior synechiae,4726,
obsolete adhesions of iris,4727,
vasomotor rhinitis,4730,
atrophic rhinitis,4731,
calciphylaxis,4734,
somatoform disorder,4737,
obsolete Iris or ciliary body disorder,4738,
testicular Brenner tumor,4739,
histiocytoid hemangioma,474,
obsolete mixed embryonal carcinoma and teratoma of the testis,4742,
mixed testicular germ cell tumor,4743,
placenta accreta,4744,
obsolete olfaction disorder,4746,
obsolete childhood supratentorial neoplasm,4748,
middle cranial fossa meningioma,4749,
striatonigral degeneration,4751,
multiple system atrophy,4752,
obsolete Dictyocaulus infectious disease,4754,
testicular Leydig cell tumor,4756,
testicular sex cord-stromal neoplasm,4757,
obsolete peripheral anterior synechiae,4758,
breast hemangioma,476,
obsolete malignant catarrh,4760,
vasculogenic impotence,4762,
pulmonary blastoma,4765,
embryoma,4766,
classic pulmonary blastoma,4767,
epithelial predominant pulmonary blastoma,4768,
pleuropulmonary blastoma,4769,
mesoblastic nephroma,4772,
congenital mesoblastic nephroma,4773,
obsolete feline acquired immunodeficiency syndrome,4775,
rapidly progressive glomerulonephritis,4776,
exudative glomerulonephritis,4777,
proliferative glomerulonephritis,4778,
focal embolic glomerulonephritis,4779,
obsolete breast vascular neoplasm,478,
anti-basement membrane glomerulonephritis,4780,
diffuse glomerulonephritis,4781,
subacute glomerulonephritis,4782,
mesangial proliferative glomerulonephritis,4783,
immune-complex glomerulonephritis,4784,
obsolete primitive neuroectodermal tumor with Leptomeningeal Spread,4786,
cerebellopontine angle primitive neuroectodermal,4787,
intracranial primitive neuroectodermal tumor,4788,
angiokeratoma,479,
medulloepithelioma,4790,
supratentorial primitive neuroectodermal tumor,4791,
ependymoblastoma,4794,
"GM2 gangliosidosis, AB variant",4795,
space motion sickness,4796,
SM-AHNMD,4797,
aggressive systemic mastocytosis,4798,
obsolete AIDS-related idiopathic thrombocytopenic purpura,4799,
male reproductive system disease,48,
movement disease,480,
obsolete iris vascular disorder,4800,
obsolete border disease,4804,
obsolete swine vesicular disease,4807,
obsolete Enterovirus infectious disease,4808,
obsolete enzootic porcine encephalomyelitis,4809,
obsolete central nervous system hereditary degenerative disease,481,
cerebrotendinous xanthomatosis,4810,
adult brainstem gliosarcoma,4812,
adult brain stem glioma,4813,
obsolete ganglioneuroma of the retroperitoneum,4814,
obsolete maturing ganglioneuroma,4816,
ganglioneuroma,4817,
obsolete lung occult non-small cell carcinoma,4818,
obsolete lung occult carcinoma,4819,
hemangioma of peripheral nerve,482,
obsolete metastatic lung carcinoma,4828,
adenosquamous lung carcinoma,4829,
cavernous hemangioma,483,
adenosquamous carcinoma,4830,
obsolete spleen mast cell malignancy,4831,
obsolete non small cell lung cancer recurrent,4832,
obsolete recurrent lung carcinoma,4833,
Gorham's disease,4837,
myoepithelial carcinoma,4838,
sebaceous adenocarcinoma,4839,
vascular hemostatic disease,484,
sebaceous carcinoma,4840,
obsolete malignant tumor of epidermal appendage,4841,
subependymal glioma,4843,
benign ependymoma,4844,
pilomyxoid astrocytoma,4845,
cauda equina intradural extramedullary astrocytoma,4846,
cauda equina neoplasm,4847,
cerebellar astrocytoma,4848,
obsolete glioma of visual pathway,4850,
pilocytic astrocytoma,4851,
pleomorphic xanthoastrocytoma,4852,
pilocytic astrocytoma of cerebellum,4853,
diencephalic astrocytomas,4855,
gliofibroma,4856,
obsolete diffuse astrocytoma,4857,
pineal gland astrocytoma,4858,
glomeruloid hemangioma,486,
brain stem astrocytic neoplasm,4860,
spinal cord astrocytoma,4863,
obsolete Rubella virus infectious disease,4864,
obsolete Togaviridae infectious disease,4865,
salivary gland adenoid cystic carcinoma,4866,
cervical adenoid cystic carcinoma,4867,
prostate adenoid cystic carcinoma,4868,
laryngeal adenoid cystic carcinoma,4869,
lacrimal gland adenoid cystic carcinoma,4870,
cutaneous adenocystic carcinoma,4871,
lung adenoid cystic carcinoma,4872,
anterior horn cell disease,4873,
trachea adenoid cystic carcinoma,4875,
trachea carcinoma,4876,
breast adenoid cystic carcinoma,4877,
esophageal adenoid cystic carcinoma,4878,
Bartholin's gland adenoid cystic carcinoma,4879,
obsolete malignant bone vascular tumor,488,
kidney clear cell sarcoma,4880,
obsolete pediatric soft part clear cell sarcoma,4882,
obsolete peritoneal neoplasm,4884,
Colorado tick fever,4885,
obsolete Rotavirus infectious disease,4887,
lymph node tuberculosis,4889,
juvenile myoclonic epilepsy,4890,
middle ear adenocarcinoma,4892,
middle ear carcinoma,4893,
rete ovarii adenocarcinoma,4894,
rete ovarii neoplasm,4895,
bile duct adenocarcinoma,4896,
bile duct carcinoma,4897,
obsolete adenocarcinoma in a polyp,4898,
hemangioma of lung,490,
obsolete mixed cell adenocarcinoma,4900,
peritoneal serous adenocarcinoma,4901,
appendix carcinoma,4902,
granular cell carcinoma,4903,
obsolete intestinal type carcinoma,4904,
pancreatic carcinoma,4905,
small intestine adenocarcinoma,4906,
small intestine carcinoma,4907,
anal carcinoma,4908,
urethra adenocarcinoma,4910,
obsolete superficial spreading adenocarcinoma,4911,
obsolete disseminated adenocarcinoma,4912,
esophagus adenocarcinoma,4914,
basophilic adenocarcinoma,4915,
pituitary carcinoma,4916,
villous adenocarcinoma,4917,
renal pelvis adenocarcinoma,4918,
renal pelvis carcinoma,4919,
acquired hemangioma,492,
eccrine adenocarcinoma,4920,
eccrine sweat gland cancer,4921,
breast secretory carcinoma,4922,
thymus adenocarcinoma,4923,
obsolete human papillomavirus related adenocarcinoma,4924,
obsolete human papillomavirus related carcinoma,4925,
bronchiolo-alveolar adenocarcinoma,4926,
Klatskin's tumor,4927,
intrahepatic cholangiocarcinoma,4928,
tubular adenocarcinoma,4929,
nasal cavity adenocarcinoma,4930,
nasal cavity carcinoma,4931,
ampulla of Vater carcinoma,4932,
apocrine adenocarcinoma,4933,
apocrine sweat gland cancer,4934,
obsolete acidophil carcinoma,4935,
obsolete mixed eosinophil-basophil carcinoma,4936,
obsolete oxyphilic adenocarcinoma,4937,
ureter adenocarcinoma,4938,
ureter carcinoma,4939,
obsolete combined hepatocellular carcinoma and cholangiocarcinoma,4942,
adenocarcinoma in situ,4943,
gastroesophageal junction adenocarcinoma,4944,
cholangiocarcinoma,4947,
gallbladder carcinoma,4948,
sclerosing hemangioma,495,
postpoliomyelitis syndrome,4952,
poliomyelitis,4953,
central nervous system melanocytic neoplasm,4955,
obsolete leptomeningeal neoplasm,4956,
meninges hemangiopericytoma,4957,
obsolete central nervous system hemangiopericytoma,4958,
epidermolysis bullosa dystrophica,4959,
spindle cell hemangioma,496,
bone marrow cancer,4960,
bone marrow disease,4961,
pericardial tuberculosis,4962,
neurotic disorder,4964,
obsolete adrenocortical hyperplasia,4966,
obsolete adrenal hyperplasia,4967,
Nelson syndrome,4968,
Gerstmann syndrome,4969,
prosopagnosia,4970,
myelofibrosis,4971,
myelodysplastic/myeloproliferative neoplasm,4972,
actinobacillosis,4974,
obsolete Actinobacillus infectious disease,4975,
elephantiasis,4976,
lymphedema,4977,
obsolete Ewing's family recurrent tumor,4978,
obsolete recurrent primitive neuroectodermal tumor,4979,
obsolete metastatic Ewing's sarcoma,4982,
obsolete metastatic Ewing's sarcoma/peripheral primitive neuroectodermal tumor,4983,
extraosseous Ewings sarcoma-primitive neuroepithelial tumor,4985,
nonparalytic poliomyelitis,4986,
obsolete recurrent Ewing's sarcoma,4987,
alcoholic pancreatitis,4988,
pancreatitis,4989,
essential tremor,4990,
optic nerve astrocytoma,4991,
optic nerve glioma,4992,
atypical polypoid adenomyoma,4993,
adenomyoma of uterine corpus,4994,
cervical adenomyoma,4995,
Camurati-Engelmann disease,4997,
trichorhinophalangeal syndrome type II,4998,
obsolete syphilitic alopecia,4999,
thyroid gland disease,50,
obsolete cutaneous syphilis,5000,
obsolete equine infectious anemia,5002,
eunuchism,5003,
obsolete adult primary liver cancer,5006,
obsolete resectable hepatocellular carcinoma,5007,
central nervous system hemangioma,501,
fibrolamellar carcinoma,5015,
hepatocellular clear cell carcinoma,5016,
obsolete hepatitis virus related hepatocellular carcinoma,5017,
obsolete non-resectable hepatocellular carcinoma,5019,
central nervous system mesenchymal non-meningothelial tumor,502,
aflatoxins-related hepatocellular carcinoma,5022,
sclerosing hepatic carcinoma,5026,
obsolete recurrent hepatocellular carcinoma,5027,
obsolete recurrent cancer of Liver,5028,
obsolete Alphavirus infectious disease,5029,
pineal parenchymal tumor of intermediate differentiation,5030,
adult pineal parenchymal tumor,5031,
pineal gland cancer,5032,
myoblastoma,5039,
malignant granular cell esophageal tumor,5040,
esophageal cancer,5041,
malignant granular cell myoblastoma,5042,
vulvar granular cell tumor,5043,
cardiac granular cell neoplasm,5044,
mediastinal granular cell myoblastoma,5046,
neurohypophysis granular cell tumor,5047,
posterior pituitary gland neoplasm,5048,
hobnail hemangioma,505,
Ehrlich tumor carcinoma,5050,
melioidosis,5052,
obsolete primary Burkholderia infectious disease,5053,
obsolete neuronal and mixed neuronal-glial tumor of cerebellum,5055,
adult cerebellar neoplasm,5056,
papillary meningioma of the cerebellum,5057,
rhabdoid meningioma,5058,
childhood cerebellar neoplasm,5059,
phencyclidine abuse,5062,
basosquamous carcinoma,5063,
obsolete uterine corpus soft tissue neoplasm,5069,
adjustment disorder,507,
obsolete neoplasm of body of uterus,5070,
obsolete central nervous system soft tissue neoplasm,5071,
obsolete meninges gliomatosis,5072,
obsolete malignant neoplasm of meninges,5073,
malignant ependymoma,5074,
myxopapillary ependymoma,5075,
mixed glioma,5076,
subependymal giant cell astrocytoma,5077,
ganglioglioma,5078,
liver cirrhosis,5082,
iodine hypothyroidism,5083,
obsolete transmissible gastroenteritis of swine,5085,
obsolete transmissible enteritis of turkeys,5086,
obsolete feline infectious peritonitis,5087,
mixed epithelial stromal tumour,5088,
sternum cancer,5090,
thoracic cancer,5093,
obsolete axillary cancer,5097,
middle ear cancer,5099,
middle ear disease,5100,
auricular cancer,5101,
inner ear cancer,5102,
testicular infarct,5104,
obsolete achromic nevus,5107,
copper deficiency myelopathy,5112,
nutritional deficiency disease,5113,
obsolete bovine virus diarrhea-mucosal disease,5115,
obsolete central nervous system dermoid cyst,5116,
dermoid cyst of ovary,5117,
ovarian cystic teratoma,5118,
ovarian cyst,5119,
epididymal neoplasm,512,
obsolete Roseolovirus infectious disease,5120,
mediastinum leiomyoma,5123,
fallopian tube leiomyoma,5124,
extrahepatic bile duct leiomyoma,5125,
central nervous system leiomyoma,5126,
bizarre leiomyoma,5127,
deep leiomyoma,5128,
simple partial epilepsy,5129,
leiomyoma cutis,5132,
obsolete skin tumor of smooth muscle origin,5133,
anus leiomyoma,5134,
lung leiomyoma,5136,
pericardium leiomyoma,5137,
leiomyomatosis,5138,
cellular leiomyoma,5139,
gallbladder leiomyoma,5140,
vulvar leiomyoma,5142,
large bowel leiomyoma,5143,
appendix leiomyoma,5146,
dartoic leiomyoma,5147,
epithelioid neurofibroma,5149,
neurofibroma of gallbladder,5150,
plexiform neurofibroma,5151,
cellular neurofibroma,5152,
atypical neurofibroma,5153,
borna disease,5154,
multiple mucosal neuroma,5155,
benign pleural mesothelioma,5157,
pleural cancer,5158,
arteriosclerosis obliterans,5160,
Monckeberg arteriosclerosis,5161,
arteriolosclerosis,5162,
uterine corpus sarcoma,5165,
endometrial stromal tumor,5166,
ovarian endometrioid stromal sarcoma,5169,
vaginal endometrial stromal sarcoma,5170,
vaginal endometrial stromal tumor,5171,
endometrium carcinoma in situ,5172,
renal Wilms' tumor,5176,
metachronous kidney Wilms' tumor,5178,
mixed cell type kidney Wilms' tumor,5179,
scrotum neoplasm,518,
blastema predominant kidney Wilms' tumor,5182,
hereditary Wilms' tumor,5183,
obsolete recurrent nephroblastoma,5184,
obsolete anaplastic renal Wilms' tumor,5185,
epithelial predominant Wilms' tumor,5189,
aortitis,519,
cervical Wilms' tumor,5190,
stromal predominant kidney Wilms' tumor,5191,
nodular ganglioneuroblastoma,5193,
intermixed schwannian stroma-rich ganglioneuroblastoma,5194,
peripheral nervous system ganglioneuroblastoma,5195,
fallopian tube adenomatoid tumor,5196,
ureteral obstruction,5199,
aortic disease,520,
urinary tract obstruction,5200,
"fructose-1,6-bisphosphatase deficiency",5204,
obsolete inborn errors fructose metabolism,5205,
monodermal teratoma,5207,
malignant struma ovarii,5208,
benign struma ovarii,5209,
congenital disorder of glycosylation,5212,
chronic inflammatory demyelinating polyradiculoneuropathy,5213,
demyelinating polyneuropathy,5214,
obsolete ephemeral fever,5215,
chronic polyneuropathy,5221,
acute necrotizing encephalitis,5222,
infertility,5223,
acute hemorrhagic encephalitis,5224,
von Economo's disease,5225,
obsolete vaginal blue nevus,5226,
obsolete cellular blue nevus,5227,
obsolete common blue nevus,5228,
hepatoerythropoietic porphyria,5230,
obsolete peritoneal and retroperitoneal tumors,5231,
aortic valve prolapse,5232,
glomangiosarcoma,5233,
subungual glomus tumor,5236,
benign perivascular tumor,5238,
obsolete glomus tumor of uncertain malignant potential,5239,
obsolete central nervous system AIDS arteritis,524,
retinal hemangioblastoma,5240,
hemangioblastoma,5241,
obsolete resectable cholangiocellular carcinoma,5242,
obsolete visual alteration,5244,
obsolete recurrent cholangiocellular carcinoma,5245,
obsolete hilar cholangiocellular carcinoma,5246,
obsolete liver fluke-related cholangiocarcinoma,5247,
obsolete parasite-related carcinoma,5248,
central nervous system vasculitis,525,
obsolete non-resectable cholangiocellular carcinoma,5250,
inflammatory leiomyosarcoma,5251,
obsolete leiomyosarcoma recurrent,5252,
conventional leiomyosarcoma,5253,
central nervous system leiomyosarcoma,5254,
obsolete leiomyosarcoma nonmetastatic,5255,
granular cell leiomyosarcoma,5258,
colon leiomyosarcoma,5259,
human immunodeficiency virus infectious disease,526,
colon sarcoma,5260,
heart leiomyosarcoma,5261,
heart sarcoma,5262,
ovary leiomyosarcoma,5263,
epithelioid leiomyosarcoma,5264,
lung leiomyosarcoma,5265,
obsolete leiomyosarcoma metastatic,5266,
anus leiomyosarcoma,5267,
myxoid leiomyosarcoma,5268,
small intestine leiomyosarcoma,5271,
small intestinal sarcoma,5272,
cutaneous leiomyosarcoma,5273,
malignant dermis tumor,5274,
gallbladder leiomyosarcoma,5275,
esophagus leiomyosarcoma,5276,
obsolete pediatric leiomyosarcoma,5278,
hydrarthrosis,528,
gastric leiomyosarcoma,5280,
obsolete malignant mesenchymal neoplasm of the stomach,5281,
prostate leiomyosarcoma,5282,
vagina leiomyosarcoma,5283,
retroperitoneal leiomyosarcoma,5284,
breast leiomyosarcoma,5285,
vulvar leiomyosarcoma,5286,
kidney leiomyosarcoma,5287,
larynx leiomyosarcoma,5288,
uterus leiomyosarcoma,5289,
blepharospasm,529,
obsolete uterine corpus smooth muscle neoplasm,5290,
obsolete adult leiomyosarcoma,5291,
mediastinum leiomyosarcoma,5292,
extrahepatic bile duct leiomyosarcoma,5293,
obsolete vessel leiomyosarcoma,5294,
intestinal disease,5295,
liver leiomyosarcoma,5296,
rectum leiomyosarcoma,5297,
endometrial clear cell adenocarcinoma,5299,
pituitary gland disease,53,
eyelid disease,530,
fallopian tube clear cell adenocarcinoma,5301,
uterine ligament clear cell adenocarcinoma,5302,
cervical clear cell adenocarcinoma,5303,
ovarian clear cell adenocarcinoma,5304,
obsolete malignant ovarian clear cell neoplasm,5305,
bladder clear cell adenocarcinoma,5306,
urethra clear cell adenocarcinoma,5307,
ampulla of Vater clear cell adenocarcinoma,5308,
epithelial-myoepithelial carcinoma,5309,
glycogen-rich clear cell breast carcinoma,5310,
obsolete miscellaneous mesenchymal neoplasm,5312,
vulvar alveolar soft part sarcoma,5313,
obsolete alveolar soft part sarcoma recurrent,5314,
obsolete alveolar soft part sarcoma nonmetastatic,5316,
obsolete alveolar soft part sarcoma metastatic,5317,
obsolete fallopian tube serous tumor,5323,
fallopian tube germ cell cancer,5324,
Roberts syndrome,5325,
obsolete Partial recent retinal detachment with single defect,5326,
retinal detachment,5327,
obsolete retinal detachment and defect,5328,
thymus gland disease,533,
dental pulp disease,5330,
testicular granulosa cell tumor,5331,
paraphimosis,5334,
obsolete renal neoplasm with t(6;11)(p21;q12),5335,
epulis,5337,
gingival hypertrophy,5338,
cyclic hematopoiesis,5339,
obsolete persistent disorder of initiating or maintaining wakefulness,534,
anterograde amnesia,5340,
pineal region yolk sac tumor,5341,
childhood endodermal sinus tumor,5342,
central nervous system endodermal sinus tumor,5343,
testicular yolk sac tumor,5344,
testicular non-seminomatous germ cell cancer,5345,
obsolete mediastinal endodermal sinus tumor,5346,
obsolete mediastinal non-seminomatous germ cell cancer,5347,
adult endodermal sinus tumor,5348,
central nervous system adult germ cell tumor,5349,
sleep disorder,535,
ovarian endodermal sinus tumor,5350,
ovarian primitive germ cell tumor,5351,
colonic disease,5353,
obsolete lung PAP-AD,5354,
obsolete mucinous bronchioloalveolar lung carcinoma,5355,
